threshold,precision,recall,f1,pre_fault_fpr,median_detection_delay
0.27197173052282475,0.6727308681036187,0.942382271468144,0.7850467289719626,0.5,0.0
0.27210266737527794,0.6731644567583613,0.9422437673130194,0.7852937781369042,0.4989425981873112,0.0
0.2722198745532674,0.6735643564356436,0.9422437673130194,0.7855658198614319,0.49803625377643507,0.0
0.27244510081026535,0.6740315069850391,0.9422437673130194,0.785883440189453,0.49697885196374625,0.0
0.2727778617207713,0.6744324377912164,0.9422437673130194,0.7861558906800716,0.4960725075528701,0.0
0.2729330103366916,0.6748362770390951,0.94196675900277,0.7863336801942421,0.49501510574018126,0.0
0.2730683324366814,0.6753053321417932,0.94196675900277,0.7866520154993927,0.49395770392749244,0.0
0.2732046866558122,0.6756434462883831,0.9416897506925208,0.7867847017300237,0.4930513595166163,0.0
0.27348023952749395,0.6761137629276054,0.9416897506925208,0.7871034961796711,0.4919939577039275,0.0
0.27375740660981596,0.6765847347994826,0.9416897506925208,0.7874225490763797,0.4909365558912387,0.0
0.27401914290700885,0.6769889475256398,0.9416897506925208,0.7876962289289231,0.4900302114803625,0.0
0.2743342724461187,0.6774289985052316,0.9415512465373961,0.787945523036801,0.4889728096676737,0.0
0.27456845780575473,0.6778342805862997,0.9415512465373961,0.7882196069337353,0.4880664652567976,0.0
0.2746831381125618,0.6783077230093794,0.9415512465373961,0.7885396125739473,0.48700906344410877,0.0
0.2749037244324609,0.6787497503495107,0.9414127423822715,0.7887896019496345,0.48595166163141995,0.0
0.2751169043996001,0.6791566746602717,0.9414127423822715,0.7890643139075922,0.4850453172205438,0.0
0.27549177706654276,0.6796320367963203,0.9414127423822715,0.789385053132803,0.48398791540785496,0.0
0.2757364016717747,0.6801080648389033,0.9414127423822715,0.7897060532125014,0.48293051359516614,0.0
0.27610774360762047,0.6805166199439328,0.9414127423822715,0.7899814039981403,0.48202416918429003,0.0
0.2764108442142345,0.6809938883879371,0.9414127423822715,0.7903028893668973,0.4809667673716012,0.0
0.27672662799508563,0.6814035087719298,0.9414127423822715,0.7905786565862168,0.4800604229607251,0.0
0.27702821271072486,0.6818820224719101,0.9414127423822715,0.7909006283453572,0.4790030211480363,0.0
0.27722669971492336,0.6822974194196204,0.9411357340720221,0.791082135165027,0.4779456193353474,0.0
0.27748609012179115,0.6827087310358686,0.9411357340720221,0.7913585279217377,0.4770392749244713,0.0
0.2776804788843988,0.6831892217977076,0.9411357340720221,0.7916812303390423,0.47598187311178247,0.0
0.2779313560574437,0.6835697756313512,0.9409972299168975,0.79188763913981,0.47507552870090636,0.0
0.2780830038851864,0.6840515505436972,0.9409972299168975,0.7922108208955224,0.47401812688821754,0.0
0.2783643489871787,0.6845022168480451,0.9408587257617729,0.7924638357442838,0.4729607250755287,0.0
0.27871293914622847,0.684916313772938,0.9408587257617729,0.7927412766950634,0.47205438066465255,0.0
0.27892554824504384,0.6854000605387953,0.9408587257617729,0.7930652034323741,0.47099697885196373,0.0
0.27903487623243917,0.6858527718873069,0.9407202216066483,0.7933189277579864,0.4699395770392749,0.0
0.27933852702195955,0.6862685662321916,0.9407202216066483,0.7935970088216393,0.4690332326283988,0.0
0.2795943792873523,0.6866909385113269,0.9404432132963989,0.7937806873977087,0.46797583081571,0.5
0.279901495385622,0.6871078729002226,0.9404432132963989,0.7940591743655713,0.4670694864048338,0.5
0.28012800915523783,0.6875632975491189,0.9403047091412743,0.7943137943137945,0.466012084592145,0.5
0.28040828274378693,0.6879562043795621,0.9398891966759003,0.7944275345352376,0.4649546827794562,0.5
0.2806971923133849,0.6883749239196592,0.9398891966759003,0.7947066401217942,0.46404833836858006,0.5
0.2808324376202047,0.6888324873096446,0.9397506925207756,0.794961921499707,0.46299093655589124,1.0
0.28110752166191166,0.6893223610687799,0.9397506925207756,0.7952880501670281,0.4619335347432024,1.0
0.28141276582266694,0.6897112647417649,0.939612188365651,0.7954971857410882,0.4610271903323263,1.0
0.28150754519077686,0.6902024621019432,0.939612188365651,0.795823801982521,0.45996978851963743,1.0
0.28172570898759786,0.6906240456072483,0.939612188365651,0.7961039723053452,0.4590634441087613,1.0
0.28198181928385513,0.6911165444172779,0.939612188365651,0.79643108710965,0.4580060422960725,1.0
0.28213347527089805,0.6916097461514935,0.939612188365651,0.7967584708438545,0.4569486404833837,1.0
0.2823711570381547,0.692033051106804,0.939612188365651,0.7970392997708982,0.45604229607250757,1.0
0.2826746399619004,0.6924961715160797,0.9394736842105263,0.7972965030855128,0.45498489425981875,1.0
0.282850694304472,0.6929206251915415,0.9394736842105263,0.7975777529543183,0.4540785498489426,1.0
0.2830295068546489,0.6934164792475976,0.9394736842105263,0.7979061286907422,0.45302114803625376,1.0
0.28332898160268344,0.6938817270308983,0.9393351800554016,0.7981640579027893,0.45196374622356494,2.5
0.28362588835527996,0.6942766458482645,0.939196675900277,0.7983752281156178,0.45105740181268883,2.5
0.2839123765389721,0.6947745901639344,0.939196675900277,0.7987043580683155,0.45,2.5
0.2843087650716432,0.695273249256639,0.939196675900277,0.7990337595003829,0.4489425981873112,2.5
0.284475665513809,0.6957012414076126,0.939196675900277,0.7993163199151294,0.448036253776435,2.5
0.2846253006580774,0.6962012320328542,0.939196675900277,0.7996462264150944,0.4469788519637462,2.5
0.284786443558338,0.6966303677830286,0.939196675900277,0.7999292202430105,0.4460725075528701,2.5
0.28496480783136746,0.6971005552128315,0.9390581717451524,0.8001888351233328,0.44501510574018127,2.5
0.2851448333527712,0.6976026340158452,0.9390581717451524,0.8005195111872012,0.44395770392749245,2.5
0.2852926932977051,0.6980335632657263,0.9390581717451524,0.8008031654166421,0.44305135951661634,2.5
0.2855196805030148,0.6985369874304553,0.9390581717451524,0.8011343495214462,0.44199395770392746,2.5
0.28591631899146336,0.6990411382616765,0.9390581717451524,0.8014658076718483,0.44093655589123865,2.5
0.28600112033912717,0.6994738471061591,0.9390581717451524,0.8017501330337611,0.44003021148036253,2.5
0.28625469301976236,0.6999483737738771,0.9389196675900277,0.80201123927832,0.4389728096676737,2.5
0.2864943125462405,0.7003822708957537,0.9389196675900277,0.8022959938457898,0.4380664652567976,2.5
0.2866564724821011,0.700858235963189,0.938781163434903,0.8025575750399621,0.4370090634441088,2.5
0.2867824598281568,0.7013658940397351,0.938781163434903,0.802890310352997,0.43595166163141996,2.5
0.28706857569622146,0.7018016152412507,0.938781163434903,0.803175731721768,0.4350453172205438,2.5
0.2872484871305991,0.7023106413843125,0.938781163434903,0.8035089799063482,0.433987915407855,2.5
0.287469599639656,0.7027475375842406,0.938781163434903,0.8037948413874888,0.43308157099697886,2.5
0.28762794908973005,0.7032579373313965,0.938781163434903,0.8041286036303239,0.43202416918429004,2.5
0.2878783938153702,0.7037690790156785,0.938781163434903,0.8044626431665777,0.4309667673716012,2.5
0.2881063279035242,0.7042077922077922,0.938781163434903,0.8047491837340457,0.43006042296072505,2.5
0.2882769649472992,0.7047203160740279,0.938781163434903,0.8050837391614206,0.42900302114803623,2.5
0.28866534746545525,0.7052029136316337,0.9386426592797784,0.8053475935828878,0.4279456193353474,2.5
